Year,Team,OPS,OBP
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
1973,Atlanta Braves,0.766,0.339
1973,San Francisco Giants,0.742,0.335
1973,Boston Red Sox,0.739,0.338
1973,Minnesota Twins,0.735,0.342
1973,Baltimore Orioles,0.734,0.345
1973,Oakland Athletics,0.722,0.333
1973,Kansas City Royals,0.72,0.339
1973,Pittsburgh Pirates,0.72,0.315
1973,Cincinnati Reds,0.715,0.332
1973,Milwaukee Brewers,0.713,0.325
1973,Detroit Tigers,0.71,0.32
1973,Montreal Expos,0.704,0.34
1973,Cleveland Indians,0.702,0.315
1973,New York Yankees,0.7,0.322
1973,Chicago White Sox,0.696,0.324
1973,Los Angeles Dodgers,0.694,0.323
1973,Houston Astros,0.688,0.312
1973,St. Louis Cardinals,0.682,0.325
1973,Philadelphia Phillies,0.681,0.31
1973,Texas Rangers,0.679,0.318
1973,Chicago Cubs,0.677,0.32
1973,California Angels,0.666,0.318
1973,New York Mets,0.653,0.315
1973,San Diego Padres,0.647,0.296
